Grp	Grpseq	codepoint	Graph	Name	NumericValue	BidirectionalClass	BidirectionalMirrored	Block	CanonicalCombiningClass	CantoneseReading	Category	DecompositionMapping	DecompositionType	Definition	HangulReading	JapaneseKunReading	JapaneseOnReading	KoreanReading	MandarinReading	AliasName	AliasKind	NumericType	OldName	SimpleLowerCaseMapping	SimpleTitleCaseMapping	SimpleUpperCaseMapping	SimplifiedVariant	TraditionalVariant	UnicodeRadicalStrokeCounts	VietnameseReading	IsAscii	IsBmp	Plane
350	1	13133	㍍	SQUARE MEETORU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	メートル	Square	-	-	-	-	-	-			None	SQUARED MEETORU	-	-	-	-	-		-	False	True	0
351	1	13134	㍎	SQUARE YAADO	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ヤード	Square	-	-	-	-	-	-			None	SQUARED YAADO	-	-	-	-	-		-	False	True	0
352	1	13135	㍏	SQUARE YAARU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ヤール	Square	-	-	-	-	-	-			None	SQUARED YAARU	-	-	-	-	-		-	False	True	0
353	1	13136	㍐	SQUARE YUAN	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ユアン	Square	-	-	-	-	-	-			None	SQUARED YUAN	-	-	-	-	-		-	False	True	0
354	1	13137	㍑	SQUARE RITTORU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	リットル	Square	-	-	-	-	-	-			None	SQUARED RITTORU	-	-	-	-	-		-	False	True	0
355	1	13138	㍒	SQUARE RIRA	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	リラ	Square	-	-	-	-	-	-			None	SQUARED RIRA	-	-	-	-	-		-	False	True	0
356	1	13139	㍓	SQUARE RUPII	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ルピー	Square	-	-	-	-	-	-			None	SQUARED RUPII	-	-	-	-	-		-	False	True	0
357	1	13140	㍔	SQUARE RUUBURU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ルーブル	Square	-	-	-	-	-	-			None	SQUARED RUUBURU	-	-	-	-	-		-	False	True	0
358	1	13141	㍕	SQUARE REMU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	レム	Square	-	-	-	-	-	-			None	SQUARED REMU	-	-	-	-	-		-	False	True	0
359	1	13142	㍖	SQUARE RENTOGEN	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	レントゲン	Square	-	-	-	-	-	-			None	SQUARED RENTOGEN	-	-	-	-	-		-	False	True	0
360	1	13143	㍗	SQUARE WATTO	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ワット	Square	-	-	-	-	-	-			None	SQUARED WATTO	-	-	-	-	-		-	False	True	0
